work_id,mp_name,mp_house,constituency,state,district,block,village,implementing_agency,work_type,work_description,sanctioned_amount,released_amount,expenditure,balance_amount,work_status,recommendation_date,sanction_date,completion_date,financial_year,latitude,longitude,is_demo
MPLADS-2023-KA-0131,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Gopalganj,PWD Karnataka,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Gopalganj,4220000.0,4220000.0,4205000.0,15000.0,Completed,2023-08-07,2023-08-27,2024-02-03,2023-24,13.20264,77.49768,True
MPLADS-2023-WE-0132,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Devipura,Public Health Engineering WB,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Devipura,550000.0,550000.0,177000.0,373000.0,In Progress,2023-09-20,2023-11-16,,2023-24,23.55831,88.45599,True
MPLADS-2023-WE-0133,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Kaveri Nagar,Public Health Engineering WB,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Kaveri Nagar,470000.0,470000.0,468000.0,2000.0,Completed,2024-01-05,2024-02-29,2024-04-29,2023-24,23.40977,88.63026,True
MPLADS-2023-TA-0134,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Thiruparankundram,Nehru Colony,Madurai Municipal Corp,Community Hall,Construction of multipurpose community hall in Nehru Colony,2020000.0,2020000.0,1956000.0,64000.0,Completed,2023-11-24,2024-01-08,2024-07-26,2023-24,10.01196,78.07644,True
MPLADS-2023-UT-0135,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Lakshmipuram,UP State Construction Corp,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Lakshmipuram,660000.0,660000.0,620000.0,40000.0,Completed,2023-06-02,2023-07-16,2023-08-21,2023-24,26.73885,81.05309,True
MPLADS-2023-WE-0136,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Hanuman Nagar,WB PWD Nadia,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Hanuman Nagar,650000.0,325000.0,130000.0,195000.0,Stalled,2023-12-12,2024-01-06,,2023-24,23.46304,88.64748,True
MPLADS-2023-TA-0137,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Lakshmipuram,Coimbatore City Corp,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Lakshmipuram",1380000.0,1380000.0,1324000.0,56000.0,Completed,2023-04-25,2023-06-01,2023-12-05,2023-24,11.09908,76.9972,True
MPLADS-2023-UT-0138,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Sevapuri,Sundar Nagar,Varanasi Nagar Nigam,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Sundar Nagar,2790000.0,2790000.0,2578000.0,212000.0,Completed,2023-10-05,2023-11-14,2024-07-04,2023-24,25.24432,82.98667,True
MPLADS-2023-MA-0139,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Trimbak,Green Park,DRDA Nashik,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Green Park,3640000.0,1820000.0,728000.0,1092000.0,Stalled,2023-06-05,2023-06-27,,2023-24,19.97204,73.86058,True
MPLADS-2023-UT-0140,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Vikas Nagar,Lucknow Development Authority,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Vikas Nagar,780000.0,780000.0,738000.0,42000.0,Completed,2023-04-20,2023-05-07,2023-07-06,2023-24,26.85134,80.86195,True
MPLADS-2023-WE-0141,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Hanuman Nagar,Public Health Engineering WB,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Hanuman Nagar,1590000.0,1590000.0,1528000.0,62000.0,Completed,2023-09-20,2023-10-24,2024-02-08,2023-24,23.5211,88.50845,True
MPLADS-2023-MA-0142,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Sinnar,Kaveri Nagar,Nashik Municipal Corp,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Kaveri Nagar,970000.0,728000.0,606000.0,122000.0,In Progress,2023-04-14,2023-06-12,,2023-24,20.0654,73.85608,True
MPLADS-2023-WE-0143,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Bhavani Peth,Public Health Engineering WB,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Bhavani Peth,1270000.0,1270000.0,1238000.0,32000.0,Completed,2023-10-12,2023-12-05,2024-01-23,2023-24,23.48842,88.60463,True
MPLADS-2023-KA-0144,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Kaveri Nagar,Zilla Panchayat Bangalore Rural,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Kaveri Nagar,1320000.0,990000.0,772000.0,218000.0,In Progress,2023-12-13,2024-01-23,,2023-24,13.3492,77.43995,True
MPLADS-2023-KA-0145,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Bhavani Peth,PWD Karnataka,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Bhavani Peth,650000.0,162000.0,0.0,162000.0,Sanctioned,2023-11-22,2023-12-18,,2023-24,13.30371,77.58721,True
MPLADS-2023-UT-0146,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Adarsh Nagar,Lucknow Development Authority,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Adarsh Nagar,600000.0,600000.0,413000.0,187000.0,In Progress,2023-08-26,2023-09-29,,2023-24,26.80279,80.90991,True
MPLADS-2023-UT-0147,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Bakshi Ka Talab,Subhash Nagar,PWD Lucknow,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Subhash Nagar,1030000.0,0.0,0.0,0.0,Sanctioned,2023-09-24,2023-11-03,,2023-24,26.79641,80.89523,True
MPLADS-2023-MA-0148,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Niphad,Surya Nagar,PWD Nashik,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Surya Nagar",1360000.0,680000.0,0.0,680000.0,Sanctioned,2023-08-17,2023-10-05,,2023-24,19.94269,73.69601,True
MPLADS-2023-WE-0149,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Subhash Nagar,WB PWD Nadia,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Subhash Nagar,860000.0,860000.0,841000.0,19000.0,Completed,2023-05-22,2023-06-09,2023-07-15,2023-24,23.51449,88.46949,True
MPLADS-2023-WE-0150,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Hanskhali,Bhavani Peth,Public Health Engineering WB,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Bhavani Peth",1360000.0,1360000.0,1258000.0,102000.0,Completed,2023-09-12,2023-10-15,2024-04-05,2023-24,23.37247,88.57429,True
MPLADS-2023-WE-0151,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Devipura,Zilla Parishad Nadia,Community Hall,Development of public cultural center and community shed at Devipura,2500000.0,0.0,0.0,0.0,Sanctioned,2023-08-27,2023-09-22,,2023-24,23.42261,88.58117,True
MPLADS-2023-UT-0152,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Green Park,PWD Lucknow,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Green Park,1030000.0,1030000.0,963000.0,67000.0,Completed,2023-12-15,2024-01-07,2024-02-13,2023-24,26.80606,81.00167,True
MPLADS-2023-UT-0153,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Sevapuri,Navi Vasti,Rural Engineering Dept UP,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Navi Vasti,940000.0,940000.0,452000.0,488000.0,In Progress,2023-10-25,2023-11-20,,2023-24,25.2938,82.87679,True
MPLADS-2023-KA-0154,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,T. Narasipura,Rampur,PWD Mysuru,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Rampur,2440000.0,2440000.0,2386000.0,54000.0,Completed,2023-09-16,2023-10-18,2024-01-18,2023-24,12.23857,76.60569,True
MPLADS-2023-KA-0155,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Devanahalli,Navi Vasti,Zilla Panchayat Bangalore Rural,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Navi Vasti,1320000.0,1320000.0,1061000.0,259000.0,In Progress,2023-09-07,2023-11-06,,2023-24,13.24341,77.57251,True
MPLADS-2023-KA-0156,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Indira Nagar,KRIDL Rural Infra,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Indira Nagar,3430000.0,1715000.0,0.0,1715000.0,Sanctioned,2024-01-07,2024-03-06,,2023-24,13.36508,77.62314,True
MPLADS-2023-KA-0157,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Nehru Colony,PWD Karnataka,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Nehru Colony,4280000.0,4280000.0,1760000.0,2520000.0,In Progress,2023-05-02,2023-05-24,,2023-24,13.3014,77.46449,True
MPLADS-2023-WE-0158,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-I,Kalyanpur,Public Health Engineering WB,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Kalyanpur,3810000.0,2858000.0,1065000.0,1793000.0,In Progress,2023-11-15,2024-01-01,,2023-24,23.4507,88.57184,True
MPLADS-2023-WE-0159,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Rampur,Public Health Engineering WB,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Rampur,2160000.0,2160000.0,2060000.0,100000.0,Completed,2024-01-22,2024-02-19,2024-08-01,2023-24,23.3663,88.67509,True
MPLADS-2023-MA-0160,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Nashik Rural,Kaveri Nagar,PWD Nashik,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Kaveri Nagar,1390000.0,1390000.0,1378000.0,12000.0,Completed,2023-11-02,2023-12-28,2024-04-08,2023-24,20.08621,73.88742,True
MPLADS-2023-TA-0161,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Perur,Shivaji Nagar,Tamil Nadu PWD,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Shivaji Nagar",650000.0,650000.0,636000.0,14000.0,Completed,2023-10-19,2023-12-07,2024-02-13,2023-24,11.09716,77.01728,True
MPLADS-2023-UT-0162,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Gandhi Gram,PWD Lucknow,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Gandhi Gram,760000.0,760000.0,756000.0,4000.0,Completed,2023-06-19,2023-07-26,2023-09-18,2023-24,26.73443,80.98465,True
MPLADS-2023-WE-0163,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Khadki,WB PWD Nadia,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Khadki,1450000.0,1450000.0,1339000.0,111000.0,Completed,2023-04-25,2023-06-17,2024-02-04,2023-24,23.40724,88.48864,True
MPLADS-2023-MA-0164,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Maval,Gopalganj,DRDA Pune,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Gopalganj weekly market,1040000.0,1040000.0,1030000.0,10000.0,Completed,2023-09-12,2023-11-02,2024-02-16,2023-24,18.45345,73.80882,True
MPLADS-2023-MA-0165,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Ramtek,Devipura,Zilla Parishad Nagpur,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Devipura,3610000.0,1805000.0,722000.0,1083000.0,Stalled,2023-04-25,2023-06-10,,2023-24,21.25178,79.12932,True
MPLADS-2023-WE-0166,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Hanskhali,Sundar Nagar,Zilla Parishad Nadia,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Sundar Nagar,2300000.0,2300000.0,2157000.0,143000.0,Completed,2023-11-29,2024-01-17,2024-05-22,2023-24,23.54439,88.65604,True
MPLADS-2023-WE-0167,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Hanskhali,Lakshmipuram,Public Health Engineering WB,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Lakshmipuram,920000.0,690000.0,528000.0,162000.0,In Progress,2023-09-17,2023-10-15,,2023-24,23.37319,88.6104,True
MPLADS-2023-KA-0168,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Subhash Nagar,Zilla Panchayat Bangalore Rural,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Subhash Nagar,480000.0,480000.0,335000.0,145000.0,In Progress,2023-07-06,2023-07-25,,2023-24,13.30672,77.54005,True
MPLADS-2023-UT-0169,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Bakshi Ka Talab,Kalyanpur,Lucknow Development Authority,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Kalyanpur,4660000.0,4660000.0,1922000.0,2738000.0,In Progress,2023-08-03,2023-09-17,,2023-24,26.94633,80.9587,True
MPLADS-2023-UT-0170,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Shivaji Nagar,PWD Lucknow,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Shivaji Nagar,2510000.0,2510000.0,2470000.0,40000.0,Completed,2023-12-11,2024-01-27,2024-08-24,2023-24,26.90949,80.90306,True
MPLADS-2023-KA-0171,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,T. Narasipura,Shivpur,Zilla Panchayat Mysuru,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Shivpur,930000.0,930000.0,575000.0,355000.0,In Progress,2023-08-12,2023-08-28,,2023-24,12.27602,76.55598,True
MPLADS-2023-UT-0172,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Kashi Vidyapeeth,Gopalganj,M/s Purvanchal InfraTech Services,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Gopalganj",1950000.0,1950000.0,1922000.0,28000.0,Completed,2023-09-20,2023-11-17,2024-06-02,2023-24,25.37125,83.0314,True
MPLADS-2023-TA-0173,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Mettupalayam,Sundar Nagar,Tamil Nadu PWD,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Sundar Nagar,3810000.0,3810000.0,3761000.0,49000.0,Completed,2023-05-01,2023-06-19,2023-12-05,2023-24,11.12365,76.99617,True
MPLADS-2023-MA-0174,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Dindori,Khadki,Zilla Parishad Nashik,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Khadki,2230000.0,2230000.0,2162000.0,68000.0,Completed,2023-11-20,2024-01-06,2024-11-21,2023-24,20.10164,73.88886,True
MPLADS-2023-TA-0175,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Green Park,DRDA Coimbatore,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Green Park",1120000.0,560000.0,224000.0,336000.0,Stalled,2023-12-31,2024-02-01,,2023-24,10.90091,77.03096,True
MPLADS-2023-TA-0176,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Pollachi,Lakshmipuram,Tamil Nadu PWD,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Lakshmipuram,870000.0,652000.0,481000.0,171000.0,In Progress,2023-08-08,2023-09-25,,2023-24,10.91576,77.06603,True
MPLADS-2023-TA-0177,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Sulur,Subhash Nagar,Coimbatore City Corp,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Subhash Nagar,1110000.0,1110000.0,1055000.0,55000.0,Completed,2023-04-17,2023-06-12,2023-09-30,2023-24,11.01104,76.98862,True
MPLADS-2023-KA-0178,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Shivaji Nagar,Zilla Panchayat Bangalore Rural,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Shivaji Nagar",1030000.0,0.0,0.0,0.0,Sanctioned,2023-12-27,2024-01-17,,2023-24,13.22334,77.63335,True
MPLADS-2023-WE-0179,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Khadki,WB PWD Nadia,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Khadki",5170000.0,5170000.0,5108000.0,62000.0,Completed,2023-04-17,2023-06-07,2023-11-08,2023-24,23.58175,88.57739,True
MPLADS-2023-TA-0180,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Mettupalayam,Patel Nagar,Tamil Nadu PWD,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Patel Nagar,1450000.0,1450000.0,1422000.0,28000.0,Completed,2024-01-02,2024-02-10,2024-04-12,2023-24,11.08652,77.00123,True
MPLADS-2023-MA-0181,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Hingna,Chandrapur,Nagpur Improvement Trust,School Classroom & Infrastructure,"Construction of two additional smart classrooms in Zilla Parishad School, Chandrapur",2190000.0,548000.0,0.0,548000.0,Sanctioned,2023-10-21,2023-11-26,,2023-24,21.03291,79.0338,True
MPLADS-2023-TA-0182,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai West,Green Park,PWD Water Resources,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Green Park,1340000.0,1340000.0,1299000.0,41000.0,Completed,2023-10-12,2023-12-03,2024-05-28,2023-24,9.86435,78.01744,True
MPLADS-2023-UT-0183,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Kashi Vidyapeeth,Surya Nagar,PWD Varanasi,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Surya Nagar,1570000.0,392000.0,0.0,392000.0,Sanctioned,2023-04-03,2023-04-23,,2023-24,25.28398,82.91864,True
MPLADS-2023-KA-0184,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Doddaballapura,Indira Nagar,Zilla Panchayat Bangalore Rural,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Indira Nagar,780000.0,780000.0,752000.0,28000.0,Completed,2023-04-14,2023-05-05,2023-07-12,2023-24,13.31613,77.50286,True
MPLADS-2023-TA-0185,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Mettupalayam,Gandhi Gram,Coimbatore City Corp,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Gandhi Gram,1170000.0,585000.0,396000.0,189000.0,In Progress,2023-08-03,2023-09-22,,2023-24,10.93748,76.90034,True
MPLADS-2023-UT-0186,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Devipura,Lucknow Development Authority,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Devipura,1650000.0,1650000.0,1643000.0,7000.0,Completed,2023-05-10,2023-06-24,2023-12-08,2023-24,26.87671,80.96871,True
MPLADS-2023-KA-0187,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Hunsur,Navi Vasti,PWD Mysuru,Community Hall,Development of public cultural center and community shed at Navi Vasti,1870000.0,1402000.0,760000.0,642000.0,In Progress,2023-10-12,2023-12-05,,2023-24,12.27915,76.71705,True
MPLADS-2023-WE-0188,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Vikas Nagar,Zilla Parishad Nadia,Primary Health Sub-Center,Upgradation of primary health sub-center with maternity care room at Vikas Nagar,3780000.0,945000.0,0.0,945000.0,Sanctioned,2023-10-21,2023-11-16,,2023-24,23.52737,88.5884,True
MPLADS-2023-WE-0189,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Adarsh Nagar,Zilla Parishad Nadia,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Adarsh Nagar",860000.0,860000.0,343000.0,517000.0,In Progress,2023-07-12,2023-09-01,,2023-24,23.53523,88.44296,True
MPLADS-2023-TA-0190,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Annur,Nehru Colony,Coimbatore City Corp,Community Hall,Development of public cultural center and community shed at Nehru Colony,2340000.0,2340000.0,2276000.0,64000.0,Completed,2023-09-03,2023-09-26,2024-05-11,2023-24,11.08618,76.85355,True
MPLADS-2023-WE-0191,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Green Park,Zilla Parishad Nadia,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Green Park,720000.0,720000.0,451000.0,269000.0,In Progress,2023-10-02,2023-10-19,,2023-24,23.57046,88.46275,True
MPLADS-2023-KA-0192,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Nanjangud,Vikas Nagar,Mysore Urban Dev Authority,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Vikas Nagar,2780000.0,695000.0,0.0,695000.0,Sanctioned,2023-10-22,2023-12-19,,2023-24,12.40757,76.62271,True
MPLADS-2023-MA-0193,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Shirur,Lakshmipuram,Zilla Parishad Pune,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Lakshmipuram,4040000.0,4040000.0,3838000.0,202000.0,Completed,2024-01-20,2024-03-19,2024-12-12,2023-24,18.58576,73.87796,True
MPLADS-2023-WE-0194,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Santipur,Bhavani Peth,WB PWD Nadia,Community Hall,Development of public cultural center and community shed at Bhavani Peth,1980000.0,1980000.0,748000.0,1232000.0,In Progress,2023-05-30,2023-06-19,,2023-24,23.42585,88.54578,True
MPLADS-2023-KA-0195,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,T. Narasipura,Chandrapur,Zilla Panchayat Mysuru,School Classroom & Infrastructure,"Installation of rooftop solar panels and clean sanitation facility in Govt High School, Chandrapur",2010000.0,2010000.0,1979000.0,31000.0,Completed,2023-05-05,2023-06-09,2023-09-06,2023-24,12.18122,76.60174,True
MPLADS-2023-MA-0196,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Kamptee,Gopalganj,Zilla Parishad Nagpur,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Gopalganj,810000.0,810000.0,775000.0,35000.0,Completed,2024-01-12,2024-02-17,2024-05-08,2023-24,21.12301,79.01247,True
MPLADS-2023-TA-0197,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Madurai East,Vikas Nagar,District Rural Dev Agency,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Vikas Nagar,1230000.0,615000.0,279000.0,336000.0,In Progress,2023-04-03,2023-05-12,,2023-24,9.9741,78.19084,True
MPLADS-2023-WE-0198,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Krishnapuram,WB PWD Nadia,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Krishnapuram,3040000.0,3040000.0,2952000.0,88000.0,Completed,2023-12-07,2024-01-07,2024-07-14,2023-24,23.49771,88.57738,True
MPLADS-2023-UT-0199,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Devipura,PWD Lucknow,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Devipura weekly market,1150000.0,862000.0,314000.0,548000.0,In Progress,2023-05-14,2023-06-17,,2023-24,26.79999,80.87013,True
MPLADS-2023-KA-0200,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Sundar Nagar,Mysore Urban Dev Authority,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Sundar Nagar,720000.0,720000.0,585000.0,135000.0,In Progress,2024-01-01,2024-02-16,,2023-24,12.21738,76.55945,True
MPLADS-2023-UT-0201,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Arajiline,Indira Nagar,Rural Engineering Dept UP,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Indira Nagar,1010000.0,1010000.0,995000.0,15000.0,Completed,2023-12-05,2023-12-20,2024-02-23,2023-24,25.31891,82.97269,True
MPLADS-2023-TA-0202,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Thiruparankundram,Devipura,PWD Water Resources,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Devipura,1440000.0,1440000.0,1351000.0,89000.0,Completed,2023-08-28,2023-09-26,2024-04-06,2023-24,9.84557,78.10956,True
MPLADS-2023-TA-0203,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Perur,Adarsh Nagar,Tamil Nadu PWD,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Adarsh Nagar weekly market,1250000.0,625000.0,449000.0,176000.0,In Progress,2024-01-03,2024-02-10,,2023-24,11.00273,76.88825,True
